"Version","Class","Domain","Variable Order","CDASH Variable","CDASH Variable Label","DRAFT CDASH Definition","Domain Specific","Question Text","Prompt","Type","SDTM Target","Mapping Instructions","Controlled Terminology Codelist Code","Implementation Notes"
"CDASH Model v1.3","Events","DS","3","DSUNBLND","Unblinded","An indication the subject's treatment information was revealed to any unauthorized site personnel during the trial.","true","[Is/Was] treatment (unblinded/unmasked) by the site?","Unblinded","Char","DSTERM","This does not map directly to an SDTM variable. If the CDASH field DSUNBLIND = ""Y"", then the SDTMIG variables DSDECOD and DSTERM = ""TREATMENT UNBLINDED"" and DSCAT = ""OTHER EVENT"". If DSUNBLIND = ""N"", then the CRF should be annotated to indicate that this value is NOT SUBMITTED.","C66742","There may be multiple rows in the SDTM DS dataset to represent this information, each with the appropriate DSCAT values. One row could indicate the treatment was unblinded (using DSCAT= ""OTHER EVENT"") and another row could indicate the status of the subject at the end of their participation in the trial (using DSCAT = ""DISPOSTION""). If DSUNBLND is ""Yes"" and information was collected about the reason for the unblinding, populate DSCAT with ""OTHER EVENT"" and the SDTMIG variables DSTERM with the free text and DSDECOD with the sponsor-defined standardized text (e.g., TREATMENT UNBLINDED). If DSUNBLND is ""Yes"", and the unblinding also resulted in the subject discontinuing the trial prematurely, populate DSCAT with ""DISPOSTION"" and use the SDTMIG variables DSTERM and DSDECOD to capture the applicable discontinuation details. If the unblinding occurred due to an adverse event, DSTERM contains the text of the adverse event. In the AE domain, the SDTMIG variable AEACNOTH (""Were any other actions taken in response to this adverse event?"" ) may include text of ""Treatment Unblinded"". DSUNBLND may also be used to document intentional unblinding at a protocol-defined point in the trial."
"CDASH Model v1.3","Events","MH","1","MHEVDTYP","Medical History Event Date Type","Specifies the aspect of the medical condition or event by which MHSTDTC and/or the MHENDTC is defined.","true","What was the medical history event date type?","Medical History Event Date Type","Char","MHEVDTYP","Maps directly to the SDTM variable listed in the SDTM Target column.","C124301","This is not related to the trial's condition. It cannot be a value of ""PRIMARY DIAGNOSIS"" or ""SECONDARY DIAGNOSIS"". The event date type may be the date of diagnosis, symptoms, relapse, or infection."
"CDASH Model v1.3","Findings","MS","1","MSAGENT","Agent Name","The name of the drug or other material for which resistance is tested.","true","What is the name of the [(drug/material)] used for [genetic marker testing/phenotypic testing/in-vitro testing]?","Agent Name","Char","MSAGENT","Maps directly to the SDTM variable listed in the SDTM Target column.","","The agent may be used for in vitro testing or may be used in tests for genetic markers or in direct phenotypic drug-sensitivity testing"
"CDASH Model v1.3","Findings","MS","2","MSCONC","Agent Concentration","The amount of drug or other material listed in MSAGENT per unit volume or weight.","true","What is the [agent] concentration?","[Agent] Concentration","Num","MSCONC","Maps directly to the SDTM variable listed in the SDTM Target column.","","Used when the agent is part of the prespecified test. Not to be used when the concentration is a result of a test such as minimal inhibitory concentration, IC50, or EC50."
"CDASH Model v1.3","Findings","MS","3","MSCONCU","Agent Concentration Units","The unit of measure for agent concentration.","true","What is the [agent] concentration unit?","[Agent] Concentration Unit","Char","MSCONCU","Maps directly to the SDTM variable listed in the SDTM Target column.","",
"CDASH Model v1.3","Special-Purpose","CO","1","COVAL","Comment","A free-text comment.",,"[Protocol -specified Targeted Question]?","[abbreviated version of the protocol-specified targeted question]","Char","COVAL","This does not map directly to an SDTM variable. For the SDTM dataset, the CDASH variable COVAL maps to the SDTM variable COVAL (COVAL2, COVAL3) in the CO domain. Associate the free-text comment in the CO domain with the original record using RDOMAIN, IDVAR, IDVARVAL, COREF.","","If an additional free-text field is needed to provide a comment about a particular record, use the COVAL(n) field to collect the free text, and associate the free-text comment with the original record using SDTM variables RDOMAIN, IDVAR, IDVARVAL, COREF. See the SDTMIG for more information."
"CDASH Model v1.3","Special-Purpose","DM","1","SITEID","Study Site Identifier","Unique identifier for a site within a study.",,"What is the site identifier?","Site Identifier","Char","SITEID","Maps directly to the SDTM variable listed in the SDTM Target column.","",
"CDASH Model v1.3","Special-Purpose","DM","2","INVID","Investigator Identifier","An identifier to describe the Investigator for the study. May be used in addition to SITEID. Not needed if SITEID is equivalent to INVID.",,"What is the investigator identifier?","Investigator Identifier","Char","INVID","Maps directly to the SDTM variable listed in the SDTM Target column.","",
"CDASH Model v1.3","Special-Purpose","DM","3","INVNAM","Investigator Name","The name of investigator for a site.",,"What is the investigator's name?","Investigator Name","Char","INVNAM","Maps directly to the SDTM variable listed in the SDTM Target column.","",
"CDASH Model v1.3","Special-Purpose","DM","4","RFICDAT","Informed Consent Date","The date the informed consent is signed, in an unambiguous date format.",,"What date did the subject sign informed consent?","Informed Consent Date","Char","RFICDTC","This does not map directly to an SDTM variable. For the SDTM submission dataset, concatenate all collected CDASH DATE and TIME components and populate the SDTM variable RFICDTC in ISO 8601 format.","","This will be the same information on informed consent used in the SDTM Disposition (DS) domain."
"CDASH Model v1.3","Special-Purpose","DM","5","RFICDD","Informed Consent Day","Day informed consent signed, in an unambiguous date format. (e.g., DD).",,"What day did the subject sign informed consent?","Informed Consent Day","Char","RFICDTC","This does not map directly to an SDTM variable. For the SDTM submission dataset, concatenate all collected CDASH DATE and TIME components and populate the SDTM variable RFICDTC in ISO 8601 format.","","This will be the same information on informed consent used in the SDTM DS domain."
"CDASH Model v1.3","Special-Purpose","DM","6","RFICMO","Informed Consent Month","Month informed consent signed, in an unambiguous date format. (e.g., MON).",,"What month did the subject sign informed consent?","Informed Consent Month","Char","RFICDTC","This does not map directly to an SDTM variable. For the SDTM submission dataset, concatenate all collected CDASH DATE and TIME components and populate the SDTM variable RFICDTC in ISO 8601 format.","","This will be the same information on informed consent used in the SDTM DS domain."
"CDASH Model v1.3","Special-Purpose","DM","7","RFICYY","Informed Consent Year","Year informed consent signed, in an unambiguous date format (e.g., YYYY).",,"What year did the subject sign informed consent?","Informed Consent Year","Char","RFICDTC","This does not map directly to an SDTM variable. For the SDTM submission dataset, concatenate all collected CDASH DATE and TIME components and populate the SDTM variable RFICDTC in ISO 8601 format.","","This will be the same information on informed consent used in the SDTM DS domain."
"CDASH Model v1.3","Special-Purpose","DM","8","RFICTIM","Informed Consent Time","Time informed consent signed, in an unambiguous date format (e.g., hh:mm).",,"What time did the subject sign informed consent?","Informed Consent Time","Char","RFICDTC","This does not map directly to an SDTM variable. For the SDTM submission dataset, concatenate all collected CDASH DATE and TIME components and populate the SDTM variable RFICDTC in ISO 8601 format.","","This will be the same information on informed consent used in the SDTM Disposition domain."
"CDASH Model v1.3","Special-Purpose","DM","9","RFICHR","Informed Consent Hour","Hour informed consent signed, in an unambiguous time format (e.g., hh).",,"What hour did the subject sign informed consent?","Informed Consent Hour","Char","RFICDTC","This does not map directly to an SDTM variable. For the SDTM submission dataset, concatenate all collected CDASH DATE and TIME components and populate the SDTM variable RFICDTC in ISO 8601 format.","","This will be the same information on informed consent used in the SDTM Disposition domain."
